V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,Class
0.001953,0.0,0.037109,0.048828,0.007812,0.0,0.001953,0.0,0.009766,0.005859,0.011719,0.025391,0.029297,0.009766,0.017578,0.0,0.007812,0.039062,0.019531,0.013672,0.027344,0.003906,0.0,0.0,0.009766,0.023438,0.0,0.029297,0.085938,0.007812,0.007812,0.001953,0.009766,0.0,0.0,0.0,0.009766,0.029297,0.015625,0.003906,0.007812,0.037109,0.029297,0.009766,0.042969,0.001953,0.044922,0.013672,0.007812,0.007812,0.015625,0.001953,0.027344,0.007812,0.0,0.001953,0.005859,0.03125,0.11523,0.005859,0.0,0.0,0.025391,0.005859,59
0.0,0.0,0.042969,0.09375,0.005859,0.0,0.003906,0.0,0.0,0.001953,0.013672,0.015625,0.009766,0.027344,0.003906,0.0,0.007812,0.035156,0.048828,0.007812,0.017578,0.0,0.0,0.0,0.013672,0.007812,0.001953,0.025391,0.080078,0.007812,0.007812,0.003906,0.005859,0.0,0.0,0.005859,0.013672,0.058594,0.009766,0.0,0.003906,0.037109,0.027344,0.003906,0.058594,0.0,0.041016,0.015625,0.001953,0.0,0.003906,0.0,0.019531,0.005859,0.0,0.001953,0.001953,0.023438,0.14258,0.023438,0.0,0.0,0.009766,0.0,59
0.0,0.001953,0.039062,0.048828,0.005859,0.0,0.0,0.0,0.007812,0.001953,0.03125,0.011719,0.044922,0.025391,0.013672,0.0,0.003906,0.056641,0.035156,0.011719,0.021484,0.0,0.0,0.0,0.013672,0.011719,0.003906,0.017578,0.072266,0.005859,0.0,0.0,0.011719,0.0,0.0,0.007812,0.019531,0.044922,0.009766,0.001953,0.003906,0.027344,0.025391,0.007812,0.064453,0.001953,0.054688,0.015625,0.001953,0.003906,0.007812,0.0,0.005859,0.009766,0.0,0.003906,0.003906,0.025391,0.097656,0.011719,0.0,0.0,0.042969,0.001953,59
0.009766,0.005859,0.083984,0.005859,0.001953,0.007812,0.046875,0.0,0.007812,0.013672,0.015625,0.015625,0.021484,0.001953,0.011719,0.0,0.021484,0.013672,0.001953,0.009766,0.017578,0.003906,0.0,0.005859,0.003906,0.023438,0.0,0.011719,0.035156,0.019531,0.007812,0.0,0.013672,0.0,0.003906,0.017578,0.039062,0.085938,0.011719,0.013672,0.0,0.003906,0.03125,0.015625,0.013672,0.007812,0.039062,0.054688,0.0,0.023438,0.005859,0.0,0.017578,0.0,0.068359,0.005859,0.013672,0.007812,0.044922,0.007812,0.0,0.0,0.025391,0.001953,60
0.029297,0.011719,0.027344,0.042969,0.0,0.087891,0.005859,0.0,0.003906,0.058594,0.041016,0.001953,0.013672,0.001953,0.003906,0.0,0.03125,0.042969,0.0,0.03125,0.001953,0.001953,0.0,0.005859,0.001953,0.025391,0.0,0.009766,0.035156,0.03125,0.0,0.0,0.058594,0.0,0.027344,0.013672,0.023438,0.005859,0.005859,0.003906,0.0,0.019531,0.009766,0.011719,0.058594,0.0,0.003906,0.013672,0.0,0.005859,0.005859,0.0,0.019531,0.0,0.003906,0.001953,0.021484,0.054688,0.046875,0.001953,0.0,0.0,0.033203,0.0,61
0.025391,0.082031,0.029297,0.005859,0.001953,0.095703,0.017578,0.0,0.005859,0.013672,0.044922,0.007812,0.080078,0.001953,0.013672,0.0,0.017578,0.013672,0.003906,0.003906,0.007812,0.0,0.0,0.003906,0.001953,0.019531,0.001953,0.003906,0.013672,0.003906,0.003906,0.0,0.027344,0.0,0.021484,0.039062,0.015625,0.03125,0.005859,0.003906,0.0,0.009766,0.009766,0.0,0.015625,0.001953,0.015625,0.037109,0.001953,0.009766,0.078125,0.0,0.019531,0.003906,0.011719,0.0,0.007812,0.015625,0.021484,0.015625,0.0,0.0,0.054688,0.0,62
0.050781,0.12695,0.011719,0.0,0.001953,0.087891,0.029297,0.0,0.005859,0.011719,0.056641,0.007812,0.11328,0.001953,0.009766,0.0,0.025391,0.005859,0.0,0.005859,0.019531,0.0,0.0,0.0,0.001953,0.003906,0.0,0.0,0.011719,0.007812,0.001953,0.0,0.021484,0.0,0.017578,0.017578,0.009766,0.027344,0.003906,0.007812,0.0,0.011719,0.005859,0.001953,0.005859,0.005859,0.027344,0.066406,0.0,0.007812,0.033203,0.0,0.013672,0.0,0.019531,0.001953,0.011719,0.019531,0.027344,0.003906,0.0,0.0,0.03125,0.0,62
0.041016,0.070312,0.035156,0.0,0.005859,0.10938,0.03125,0.0,0.005859,0.035156,0.013672,0.015625,0.050781,0.0,0.017578,0.0,0.007812,0.015625,0.011719,0.011719,0.013672,0.001953,0.0,0.009766,0.001953,0.021484,0.0,0.003906,0.041016,0.003906,0.003906,0.0,0.009766,0.0,0.019531,0.019531,0.009766,0.041016,0.015625,0.011719,0.0,0.021484,0.003906,0.005859,0.007812,0.011719,0.042969,0.068359,0.0,0.005859,0.033203,0.0,0.013672,0.007812,0.035156,0.0,0.001953,0.005859,0.009766,0.003906,0.0,0.0,0.013672,0.0,62
0.050781,0.10352,0.011719,0.0,0.003906,0.16602,0.013672,0.0,0.007812,0.023438,0.048828,0.005859,0.099609,0.001953,0.009766,0.0,0.021484,0.013672,0.001953,0.007812,0.017578,0.0,0.0,0.0,0.0,0.003906,0.0,0.001953,0.013672,0.007812,0.0,0.001953,0.023438,0.0,0.013672,0.033203,0.005859,0.027344,0.003906,0.003906,0.0,0.003906,0.007812,0.003906,0.011719,0.001953,0.021484,0.046875,0.0,0.011719,0.054688,0.0,0.013672,0.001953,0.015625,0.003906,0.007812,0.013672,0.003906,0.005859,0.0,0.0,0.019531,0.0,62
0.050781,0.10352,0.037109,0.0,0.0,0.12891,0.025391,0.0,0.003906,0.015625,0.0625,0.007812,0.074219,0.0,0.009766,0.0,0.023438,0.019531,0.001953,0.009766,0.001953,0.0,0.0,0.009766,0.0,0.003906,0.0,0.001953,0.019531,0.003906,0.001953,0.001953,0.035156,0.0,0.033203,0.025391,0.013672,0.007812,0.009766,0.003906,0.0,0.013672,0.005859,0.005859,0.019531,0.001953,0.003906,0.013672,0.0,0.005859,0.058594,0.0,0.013672,0.001953,0.03125,0.0,0.001953,0.025391,0.013672,0.013672,0.0,0.0,0.021484,0.0,62
0.0625,0.11328,0.011719,0.0,0.0,0.14844,0.021484,0.0,0.003906,0.029297,0.0625,0.003906,0.10156,0.0,0.003906,0.0,0.003906,0.011719,0.005859,0.011719,0.017578,0.001953,0.0,0.009766,0.001953,0.009766,0.0,0.0,0.011719,0.0,0.001953,0.001953,0.009766,0.0,0.009766,0.025391,0.003906,0.005859,0.001953,0.007812,0.0,0.011719,0.013672,0.001953,0.023438,0.001953,0.017578,0.035156,0.0,0.005859,0.0625,0.0,0.011719,0.0,0.029297,0.001953,0.011719,0.013672,0.001953,0.003906,0.0,0.001953,0.03125,0.001953,62
0.039062,0.076172,0.03125,0.0,0.001953,0.17383,0.021484,0.0,0.005859,0.017578,0.041016,0.003906,0.082031,0.001953,0.005859,0.0,0.015625,0.011719,0.013672,0.005859,0.007812,0.001953,0.0,0.005859,0.0,0.003906,0.001953,0.0,0.023438,0.003906,0.001953,0.0,0.005859,0.0,0.027344,0.021484,0.007812,0.027344,0.007812,0.003906,0.0,0.013672,0.001953,0.007812,0.009766,0.0,0.017578,0.058594,0.0,0.005859,0.037109,0.0,0.013672,0.001953,0.033203,0.0,0.013672,0.027344,0.013672,0.009766,0.0,0.0,0.033203,0.0,62
0.0,0.0,0.050781,0.11719,0.007812,0.0,0.0,0.0,0.005859,0.0,0.009766,0.007812,0.017578,0.039062,0.011719,0.0,0.001953,0.023438,0.050781,0.007812,0.019531,0.0,0.0,0.0,0.017578,0.005859,0.0,0.029297,0.060547,0.015625,0.0,0.001953,0.003906,0.0,0.003906,0.003906,0.011719,0.064453,0.007812,0.001953,0.003906,0.021484,0.007812,0.013672,0.044922,0.001953,0.039062,0.003906,0.009766,0.0,0.003906,0.001953,0.019531,0.021484,0.0,0.001953,0.003906,0.03125,0.13281,0.03125,0.0,0.0,0.003906,0.001953,63
0.0,0.0,0.041016,0.078125,0.005859,0.0,0.0,0.0,0.005859,0.0,0.003906,0.005859,0.019531,0.044922,0.001953,0.0,0.013672,0.041016,0.017578,0.013672,0.037109,0.0,0.0,0.0,0.03125,0.003906,0.003906,0.017578,0.14844,0.003906,0.003906,0.0,0.009766,0.0,0.0,0.003906,0.005859,0.050781,0.001953,0.0,0.001953,0.052734,0.013672,0.001953,0.09375,0.0,0.052734,0.001953,0.003906,0.003906,0.005859,0.0,0.0,0.0,0.0,0.003906,0.001953,0.054688,0.0625,0.009766,0.0,0.005859,0.003906,0.009766,63
0.0,0.0,0.052734,0.12891,0.007812,0.0,0.0,0.0,0.007812,0.0,0.0,0.003906,0.001953,0.039062,0.003906,0.0,0.005859,0.019531,0.066406,0.001953,0.005859,0.0,0.0,0.0,0.023438,0.007812,0.0,0.039062,0.035156,0.003906,0.005859,0.005859,0.0,0.001953,0.0,0.0,0.013672,0.072266,0.009766,0.001953,0.015625,0.039062,0.0,0.001953,0.064453,0.005859,0.058594,0.0,0.005859,0.0,0.0,0.001953,0.005859,0.013672,0.001953,0.003906,0.001953,0.027344,0.11914,0.035156,0.007812,0.005859,0.005859,0.011719,63
0.017578,0.025391,0.048828,0.011719,0.013672,0.009766,0.039062,0.0,0.005859,0.027344,0.007812,0.007812,0.029297,0.001953,0.023438,0.0,0.009766,0.025391,0.007812,0.013672,0.007812,0.005859,0.0,0.009766,0.001953,0.046875,0.0,0.019531,0.013672,0.021484,0.007812,0.0,0.007812,0.0,0.021484,0.009766,0.019531,0.044922,0.029297,0.005859,0.0,0.005859,0.013672,0.03125,0.013672,0.003906,0.019531,0.021484,0.005859,0.023438,0.035156,0.0,0.048828,0.001953,0.085938,0.003906,0.017578,0.009766,0.021484,0.0,0.0,0.0,0.037109,0.0,64
0.011719,0.013672,0.037109,0.005859,0.011719,0.007812,0.083984,0.0,0.005859,0.035156,0.017578,0.005859,0.029297,0.001953,0.019531,0.0,0.013672,0.021484,0.0,0.017578,0.013672,0.005859,0.0,0.001953,0.0,0.025391,0.003906,0.007812,0.015625,0.029297,0.0,0.0,0.017578,0.0,0.025391,0.009766,0.017578,0.041016,0.021484,0.007812,0.003906,0.007812,0.011719,0.021484,0.009766,0.013672,0.042969,0.029297,0.0,0.025391,0.009766,0.0,0.056641,0.001953,0.078125,0.005859,0.019531,0.007812,0.037109,0.007812,0.0,0.0,0.025391,0.0,64
0.005859,0.0,0.072266,0.009766,0.015625,0.0,0.050781,0.0,0.0,0.048828,0.005859,0.013672,0.013672,0.0,0.023438,0.0,0.003906,0.009766,0.005859,0.023438,0.021484,0.0,0.0,0.003906,0.001953,0.048828,0.0,0.009766,0.019531,0.041016,0.007812,0.001953,0.027344,0.0,0.003906,0.001953,0.03125,0.054688,0.041016,0.009766,0.001953,0.005859,0.015625,0.03125,0.015625,0.005859,0.035156,0.044922,0.0,0.025391,0.001953,0.0,0.035156,0.003906,0.085938,0.001953,0.021484,0.001953,0.021484,0.0,0.0,0.001953,0.013672,0.0,64
0.001953,0.001953,0.027344,0.0,0.005859,0.013672,0.0625,0.0,0.0,0.021484,0.003906,0.005859,0.021484,0.003906,0.029297,0.0,0.021484,0.009766,0.013672,0.011719,0.033203,0.009766,0.0,0.023438,0.0,0.021484,0.003906,0.013672,0.009766,0.007812,0.003906,0.003906,0.013672,0.0,0.005859,0.001953,0.001953,0.042969,0.011719,0.009766,0.0,0.013672,0.013672,0.013672,0.0,0.015625,0.046875,0.12109,0.0,0.054688,0.009766,0.003906,0.042969,0.0,0.14063,0.0,0.005859,0.007812,0.015625,0.0,0.007812,0.0,0.009766,0.001953,65
0.011719,0.015625,0.052734,0.0,0.011719,0.035156,0.044922,0.0,0.0,0.033203,0.009766,0.0,0.023438,0.001953,0.017578,0.0,0.009766,0.0,0.009766,0.005859,0.035156,0.005859,0.0,0.025391,0.003906,0.009766,0.001953,0.009766,0.009766,0.007812,0.005859,0.0,0.013672,0.005859,0.021484,0.011719,0.019531,0.029297,0.029297,0.007812,0.0,0.007812,0.025391,0.005859,0.001953,0.003906,0.033203,0.13086,0.0,0.044922,0.015625,0.0,0.044922,0.001953,0.080078,0.003906,0.013672,0.001953,0.009766,0.009766,0.0,0.007812,0.013672,0.005859,65
0.007812,0.011719,0.035156,0.005859,0.005859,0.021484,0.048828,0.0,0.0,0.015625,0.009766,0.003906,0.023438,0.001953,0.025391,0.0,0.011719,0.005859,0.023438,0.019531,0.033203,0.003906,0.0,0.019531,0.001953,0.027344,0.003906,0.013672,0.013672,0.005859,0.001953,0.0,0.019531,0.005859,0.005859,0.009766,0.005859,0.037109,0.017578,0.003906,0.0,0.017578,0.017578,0.005859,0.0,0.011719,0.041016,0.11914,0.0,0.052734,0.011719,0.003906,0.037109,0.001953,0.12305,0.003906,0.003906,0.003906,0.003906,0.0,0.0,0.003906,0.027344,0.001953,65
0.003906,0.005859,0.044922,0.003906,0.009766,0.011719,0.054688,0.003906,0.001953,0.019531,0.009766,0.003906,0.03125,0.001953,0.017578,0.0,0.011719,0.007812,0.009766,0.011719,0.027344,0.001953,0.0,0.017578,0.0,0.033203,0.001953,0.011719,0.013672,0.007812,0.003906,0.0,0.005859,0.001953,0.007812,0.015625,0.019531,0.046875,0.017578,0.003906,0.0,0.011719,0.027344,0.011719,0.001953,0.005859,0.037109,0.091797,0.0,0.052734,0.011719,0.001953,0.044922,0.003906,0.11523,0.001953,0.017578,0.011719,0.009766,0.003906,0.001953,0.001953,0.029297,0.0,65
0.009766,0.003906,0.039062,0.003906,0.007812,0.001953,0.025391,0.0,0.0,0.015625,0.013672,0.013672,0.03125,0.001953,0.023438,0.0,0.009766,0.013672,0.007812,0.013672,0.035156,0.005859,0.0,0.021484,0.005859,0.021484,0.007812,0.003906,0.025391,0.005859,0.007812,0.001953,0.007812,0.007812,0.013672,0.015625,0.013672,0.048828,0.015625,0.005859,0.0,0.003906,0.041016,0.001953,0.013672,0.017578,0.054688,0.13867,0.001953,0.052734,0.005859,0.003906,0.027344,0.001953,0.066406,0.007812,0.0,0.003906,0.029297,0.007812,0.0,0.0,0.011719,0.0,65
0.013672,0.009766,0.060547,0.044922,0.001953,0.025391,0.015625,0.0,0.007812,0.033203,0.039062,0.001953,0.019531,0.001953,0.001953,0.0,0.027344,0.050781,0.011719,0.03125,0.001953,0.0,0.0,0.0,0.001953,0.025391,0.0,0.005859,0.050781,0.037109,0.0,0.0,0.048828,0.0,0.015625,0.03125,0.019531,0.015625,0.003906,0.0,0.001953,0.025391,0.007812,0.013672,0.050781,0.0,0.003906,0.0,0.0,0.0,0.029297,0.0,0.019531,0.003906,0.0,0.0,0.029297,0.052734,0.039062,0.003906,0.0,0.0,0.0625,0.0,66
0.021484,0.021484,0.017578,0.054688,0.001953,0.017578,0.017578,0.0,0.003906,0.021484,0.019531,0.003906,0.035156,0.0,0.001953,0.0,0.027344,0.050781,0.005859,0.046875,0.003906,0.0,0.0,0.0,0.003906,0.009766,0.0,0.009766,0.044922,0.023438,0.0,0.0,0.046875,0.0,0.019531,0.052734,0.013672,0.013672,0.003906,0.0,0.001953,0.039062,0.009766,0.003906,0.091797,0.0,0.007812,0.005859,0.0,0.0,0.011719,0.0,0.011719,0.001953,0.003906,0.0,0.060547,0.048828,0.044922,0.011719,0.0,0.0,0.029297,0.0,66
0.042969,0.013672,0.039062,0.035156,0.001953,0.10938,0.009766,0.0,0.0,0.058594,0.039062,0.001953,0.03125,0.0,0.001953,0.0,0.037109,0.039062,0.003906,0.035156,0.0,0.0,0.0,0.0,0.0,0.029297,0.0,0.005859,0.048828,0.025391,0.0,0.0,0.039062,0.0,0.015625,0.015625,0.023438,0.011719,0.005859,0.0,0.001953,0.011719,0.011719,0.007812,0.042969,0.001953,0.015625,0.017578,0.0,0.0,0.011719,0.0,0.017578,0.001953,0.007812,0.0,0.03125,0.029297,0.03125,0.005859,0.0,0.0,0.03125,0.0,66
0.037109,0.052734,0.03125,0.017578,0.003906,0.11133,0.029297,0.0,0.0,0.023438,0.050781,0.001953,0.074219,0.001953,0.0,0.0,0.013672,0.035156,0.015625,0.019531,0.0,0.0,0.0,0.0,0.001953,0.017578,0.0,0.0,0.042969,0.009766,0.0,0.001953,0.041016,0.0,0.023438,0.023438,0.019531,0.021484,0.007812,0.001953,0.0,0.011719,0.009766,0.001953,0.019531,0.0,0.003906,0.0,0.0,0.0,0.035156,0.0,0.017578,0.0,0.029297,0.0,0.015625,0.015625,0.044922,0.005859,0.0,0.0,0.052734,0.003906,67
0.017578,0.027344,0.033203,0.007812,0.003906,0.033203,0.029297,0.0,0.0,0.033203,0.037109,0.013672,0.044922,0.0,0.007812,0.0,0.037109,0.009766,0.011719,0.021484,0.033203,0.001953,0.0,0.0,0.0,0.019531,0.0,0.003906,0.025391,0.011719,0.003906,0.0,0.035156,0.007812,0.017578,0.019531,0.015625,0.029297,0.005859,0.003906,0.0,0.015625,0.017578,0.011719,0.013672,0.005859,0.03125,0.046875,0.0,0.037109,0.013672,0.0,0.021484,0.001953,0.052734,0.005859,0.013672,0.021484,0.025391,0.027344,0.001953,0.0,0.03125,0.0,69
0.027344,0.023438,0.035156,0.013672,0.001953,0.039062,0.041016,0.007812,0.0,0.041016,0.060547,0.003906,0.015625,0.0,0.013672,0.0,0.015625,0.019531,0.007812,0.019531,0.023438,0.0,0.0,0.0,0.001953,0.03125,0.0,0.001953,0.03125,0.013672,0.0,0.0,0.050781,0.0,0.023438,0.017578,0.025391,0.042969,0.013672,0.003906,0.0,0.011719,0.0,0.003906,0.029297,0.001953,0.041016,0.037109,0.0,0.0,0.027344,0.0,0.039062,0.001953,0.033203,0.001953,0.021484,0.019531,0.019531,0.003906,0.001953,0.0,0.037109,0.0,69
0.0,0.0,0.076172,0.044922,0.011719,0.0,0.041016,0.005859,0.0,0.027344,0.001953,0.009766,0.013672,0.0,0.025391,0.0,0.017578,0.001953,0.011719,0.023438,0.019531,0.0,0.0,0.0,0.0,0.054688,0.0,0.019531,0.019531,0.042969,0.003906,0.0,0.039062,0.001953,0.0,0.025391,0.029297,0.037109,0.019531,0.0,0.005859,0.021484,0.013672,0.009766,0.029297,0.007812,0.052734,0.017578,0.0,0.0,0.007812,0.0,0.054688,0.003906,0.017578,0.0,0.027344,0.017578,0.037109,0.029297,0.001953,0.0,0.019531,0.0,70
0.001953,0.001953,0.03125,0.037109,0.017578,0.001953,0.039062,0.0,0.005859,0.019531,0.013672,0.019531,0.009766,0.001953,0.017578,0.0,0.033203,0.009766,0.033203,0.017578,0.019531,0.0,0.0,0.001953,0.0,0.050781,0.0,0.023438,0.007812,0.029297,0.001953,0.0,0.023438,0.0,0.007812,0.009766,0.009766,0.072266,0.017578,0.001953,0.005859,0.025391,0.015625,0.023438,0.013672,0.009766,0.041016,0.050781,0.0,0.03125,0.019531,0.0,0.039062,0.009766,0.029297,0.003906,0.007812,0.017578,0.041016,0.009766,0.0,0.0,0.013672,0.001953,70
0.013672,0.021484,0.035156,0.017578,0.007812,0.021484,0.003906,0.0,0.007812,0.011719,0.027344,0.007812,0.03125,0.005859,0.007812,0.0,0.019531,0.029297,0.019531,0.013672,0.025391,0.0,0.0,0.0,0.003906,0.013672,0.001953,0.025391,0.037109,0.007812,0.001953,0.0,0.033203,0.0,0.019531,0.052734,0.023438,0.046875,0.007812,0.003906,0.009766,0.03125,0.023438,0.007812,0.037109,0.001953,0.037109,0.021484,0.0,0.005859,0.035156,0.0,0.017578,0.003906,0.003906,0.001953,0.017578,0.025391,0.046875,0.03125,0.0,0.0,0.03125,0.001953,70
0.017578,0.011719,0.035156,0.037109,0.009766,0.011719,0.019531,0.0,0.005859,0.025391,0.03125,0.011719,0.015625,0.003906,0.011719,0.0,0.025391,0.015625,0.011719,0.023438,0.025391,0.0,0.0,0.0,0.001953,0.029297,0.0,0.021484,0.021484,0.023438,0.0,0.0,0.033203,0.0,0.017578,0.005859,0.029297,0.058594,0.007812,0.003906,0.003906,0.03125,0.029297,0.007812,0.019531,0.007812,0.033203,0.013672,0.005859,0.015625,0.017578,0.0,0.048828,0.001953,0.013672,0.001953,0.023438,0.033203,0.046875,0.017578,0.0,0.0,0.021484,0.001953,70
0.005859,0.007812,0.042969,0.021484,0.005859,0.0,0.015625,0.005859,0.0,0.044922,0.013672,0.019531,0.027344,0.0,0.021484,0.0,0.021484,0.015625,0.025391,0.013672,0.042969,0.001953,0.0,0.001953,0.001953,0.042969,0.0,0.013672,0.025391,0.009766,0.007812,0.001953,0.021484,0.001953,0.025391,0.003906,0.009766,0.052734,0.013672,0.005859,0.007812,0.039062,0.037109,0.015625,0.007812,0.003906,0.03125,0.027344,0.001953,0.027344,0.029297,0.0,0.048828,0.003906,0.013672,0.001953,0.021484,0.025391,0.017578,0.013672,0.001953,0.0,0.029297,0.0,70
0.007812,0.0,0.039062,0.035156,0.021484,0.005859,0.019531,0.0,0.005859,0.021484,0.017578,0.001953,0.015625,0.001953,0.007812,0.0,0.015625,0.005859,0.023438,0.013672,0.035156,0.0,0.0,0.0,0.0,0.037109,0.0,0.041016,0.015625,0.027344,0.0,0.0,0.035156,0.0,0.013672,0.013672,0.015625,0.054688,0.025391,0.001953,0.011719,0.041016,0.009766,0.025391,0.009766,0.003906,0.042969,0.041016,0.0,0.001953,0.013672,0.0,0.058594,0.001953,0.042969,0.0,0.015625,0.029297,0.037109,0.015625,0.0,0.0,0.021484,0.0,70
0.037109,0.056641,0.019531,0.021484,0.001953,0.068359,0.015625,0.0,0.0,0.007812,0.060547,0.005859,0.068359,0.0,0.003906,0.0,0.019531,0.048828,0.017578,0.017578,0.001953,0.0,0.0,0.0,0.0,0.013672,0.0,0.011719,0.068359,0.005859,0.0,0.0,0.046875,0.0,0.023438,0.015625,0.007812,0.013672,0.005859,0.0,0.0,0.046875,0.011719,0.007812,0.042969,0.0,0.011719,0.011719,0.0,0.0,0.044922,0.0,0.009766,0.0,0.005859,0.0,0.013672,0.027344,0.033203,0.005859,0.0,0.0,0.041016,0.0,71
0.03125,0.078125,0.023438,0.011719,0.0,0.056641,0.023438,0.0,0.0,0.017578,0.072266,0.003906,0.064453,0.0,0.001953,0.0,0.011719,0.0625,0.011719,0.023438,0.005859,0.001953,0.0,0.005859,0.0,0.021484,0.0,0.001953,0.056641,0.001953,0.001953,0.001953,0.042969,0.0,0.013672,0.007812,0.017578,0.011719,0.005859,0.001953,0.0,0.03125,0.011719,0.005859,0.035156,0.0,0.001953,0.037109,0.0,0.007812,0.041016,0.0,0.03125,0.0,0.015625,0.001953,0.015625,0.017578,0.029297,0.0,0.0,0.0,0.021484,0.0,71
0.023438,0.0625,0.019531,0.007812,0.0,0.041016,0.019531,0.0,0.0,0.009766,0.056641,0.0,0.066406,0.001953,0.0,0.0,0.017578,0.058594,0.009766,0.007812,0.005859,0.0,0.0,0.0,0.003906,0.009766,0.0,0.005859,0.052734,0.007812,0.0,0.0,0.044922,0.0,0.021484,0.023438,0.015625,0.013672,0.005859,0.0,0.0,0.037109,0.009766,0.005859,0.058594,0.001953,0.005859,0.029297,0.001953,0.011719,0.039062,0.0,0.011719,0.0,0.015625,0.0,0.005859,0.072266,0.041016,0.007812,0.0,0.0,0.03125,0.0,71
0.0,0.0,0.070312,0.13672,0.005859,0.0,0.0,0.0,0.001953,0.0,0.0,0.003906,0.001953,0.048828,0.003906,0.0,0.001953,0.023438,0.025391,0.005859,0.007812,0.0,0.0,0.0,0.027344,0.011719,0.005859,0.044922,0.060547,0.001953,0.001953,0.001953,0.001953,0.0,0.0,0.003906,0.011719,0.037109,0.003906,0.001953,0.005859,0.025391,0.003906,0.007812,0.027344,0.003906,0.037109,0.0,0.017578,0.0,0.0,0.001953,0.0,0.029297,0.0,0.001953,0.0,0.017578,0.2207,0.025391,0.007812,0.001953,0.005859,0.003906,72
0.0,0.0,0.083984,0.11133,0.013672,0.0,0.0,0.0,0.005859,0.0,0.0,0.007812,0.003906,0.052734,0.007812,0.0,0.001953,0.005859,0.023438,0.001953,0.013672,0.001953,0.0,0.0,0.015625,0.001953,0.003906,0.037109,0.050781,0.013672,0.007812,0.005859,0.001953,0.001953,0.0,0.001953,0.009766,0.056641,0.0,0.001953,0.019531,0.039062,0.003906,0.009766,0.044922,0.005859,0.029297,0.001953,0.021484,0.0,0.0,0.009766,0.005859,0.017578,0.0,0.001953,0.001953,0.029297,0.17383,0.029297,0.0,0.0,0.007812,0.0,72
0.0,0.0,0.064453,0.087891,0.013672,0.0,0.0,0.0,0.007812,0.0,0.0,0.007812,0.015625,0.054688,0.005859,0.0,0.003906,0.011719,0.015625,0.005859,0.011719,0.001953,0.0,0.0,0.042969,0.003906,0.003906,0.041016,0.060547,0.003906,0.005859,0.005859,0.005859,0.001953,0.0,0.001953,0.009766,0.042969,0.009766,0.001953,0.003906,0.017578,0.0,0.005859,0.035156,0.0,0.056641,0.0,0.017578,0.0,0.0,0.0,0.007812,0.017578,0.0,0.007812,0.001953,0.019531,0.21484,0.021484,0.001953,0.0,0.009766,0.009766,72
0.0,0.0,0.060547,0.16406,0.007812,0.0,0.0,0.0,0.005859,0.0,0.0,0.001953,0.009766,0.058594,0.0,0.0,0.005859,0.023438,0.029297,0.001953,0.017578,0.0,0.0,0.0,0.019531,0.001953,0.0,0.035156,0.072266,0.001953,0.0,0.0,0.001953,0.0,0.0,0.001953,0.001953,0.046875,0.001953,0.003906,0.013672,0.037109,0.001953,0.003906,0.037109,0.003906,0.035156,0.0,0.013672,0.0,0.0,0.0,0.011719,0.03125,0.0,0.003906,0.003906,0.033203,0.15234,0.019531,0.007812,0.0,0.009766,0.003906,72
0.0,0.0,0.080078,0.10742,0.007812,0.0,0.0,0.0,0.005859,0.001953,0.003906,0.011719,0.005859,0.039062,0.007812,0.0,0.001953,0.013672,0.019531,0.003906,0.011719,0.001953,0.0,0.0,0.023438,0.007812,0.005859,0.039062,0.042969,0.007812,0.001953,0.003906,0.003906,0.001953,0.0,0.0,0.013672,0.056641,0.007812,0.003906,0.007812,0.013672,0.009766,0.015625,0.025391,0.001953,0.035156,0.0,0.015625,0.0,0.0,0.005859,0.015625,0.035156,0.0,0.003906,0.005859,0.03125,0.17383,0.035156,0.001953,0.0,0.013672,0.007812,72
0.056641,0.056641,0.013672,0.021484,0.0,0.11719,0.017578,0.0,0.003906,0.03125,0.037109,0.001953,0.078125,0.001953,0.001953,0.0,0.015625,0.037109,0.007812,0.017578,0.0,0.0,0.0,0.0,0.003906,0.027344,0.0,0.003906,0.037109,0.019531,0.0,0.0,0.03125,0.0,0.019531,0.019531,0.017578,0.0,0.003906,0.001953,0.0,0.027344,0.005859,0.007812,0.037109,0.001953,0.005859,0.0,0.001953,0.0,0.027344,0.0,0.033203,0.001953,0.003906,0.0,0.003906,0.011719,0.048828,0.001953,0.0,0.0,0.074219,0.001953,73
0.042969,0.066406,0.015625,0.017578,0.0,0.037109,0.003906,0.0,0.0,0.023438,0.083984,0.005859,0.095703,0.001953,0.001953,0.0,0.011719,0.044922,0.007812,0.015625,0.003906,0.0,0.0,0.0,0.003906,0.025391,0.0,0.007812,0.050781,0.005859,0.0,0.0,0.046875,0.0,0.037109,0.019531,0.011719,0.0,0.001953,0.001953,0.0,0.03125,0.011719,0.005859,0.044922,0.001953,0.003906,0.001953,0.0,0.0,0.050781,0.0,0.009766,0.001953,0.0,0.0,0.017578,0.046875,0.041016,0.001953,0.0,0.0,0.035156,0.0,73
